code,name,segment,score,s_growth_block,s_value_block,s_tech_block,growth_pct,op_margin_pct,roe_pct,per,pbr,div_yield_pct,div_growth_years,tech_score,vol_ratio,margin_ratio,analyst_rating,ret_1m_pct,ret_3m_pct
1493,中型バイオ043,中型株,48.3,10.2,18.8,14.6,9.023328896228866,0.03728254596295599,8.259635333775885,22.39125080573582,1.8871537509176715,2.4489135986750297,7,66.72016190647159,1.8088625937255682,4.654962617964574,4.7173603621895674,5.152776503437526,18.86311281792746
1473,中型フーズ023,中型株,48.2,13.9,15.0,17.7,9.687208630267577,10.549037933113059,6.487467467783541,13.170160687721399,2.360563002355073,1.3940063911682026,0,74.96668517619626,1.4461484559690183,1.883066482832409,2.2342663870984656,-1.4677401386313793,7.3435467578087446
1577,中型システムズ127,中型株,48.2,11.1,15.6,20.2,3.602740621618847,8.264976395775026,10.752048460590304,23.083939449681353,2.7606934204821156,2.6481421446267066,2,100.0,0.9862227593352398,1.9719553541524728,2.080045564337018,11.37654941546846,19.61894710845553
1501,中型運輸051,中型株,48.0,16.3,14.4,16.0,5.649737565178213,18.05658492938356,10.560821606981502,16.228240116123178,2.325268205014154,1.302507029145338,1,54.463028432834065,1.613586399810611,0.6044209452957165,2.1655723200887227,7.942325562262754,0.7642602491959547
1556,中型ホールディングス106,中型株,48.0,19.2,12.2,13.2,16.90520590963311,10.191394984793765,7.650024515608887,21.81164838991913,2.0417238266369058,0.5937431817046179,3,60.97927831630172,1.5894148585605157,4.638182690891588,3.727124800940379,6.511485188153136,8.769641628537844
1460,中型エナジー010,中型株,47.7,17.0,15.5,12.1,9.741303050438276,13.653469690123664,10.019978510774921,12.947082655607717,0.5151600840786966,0.22225093763287207,3,59.016940455878185,0.5569349816456045,2.9379452429376607,3.543002050392402,-9.936048036356276,-2.9814959137540136
1466,中型ホールディングス016,中型株,47.4,13.3,20.9,9.4,4.445889902015449,6.286600427343298,15.682846779283938,12.813736242640548,1.58915373295954,2.1364913255617313,6,42.75860632808764,0.6622138569284922,3.4037351529268696,3.9807674277599174,4.9951938785858445,-1.7134447491679303
1600,中型テック150,中型株,47.3,12.0,15.0,15.4,6.691158058044655,9.689478886276854,7.370708896564304,7.706982846925829,0.510537873443143,0.0,0,69.2948901400932,0.4007507339933585,0.537378876744051,4.932718856986332,-0.818976299089524,11.85255210997803
1593,中型フーズ143,中型株,47.1,9.9,17.5,17.5,-3.2767747066112367,5.722831095221478,15.196006775761317,14.700567653479725,1.2766259816129177,1.4512503760190825,3,63.42003700781248,1.6914581032308809,0.3,2.8345910605897524,3.9545774531340343,6.81364260845257
1580,中型エナジー130,中型株,47.0,15.7,15.0,11.8,2.591375677196062,17.134704382179695,14.154000820730099,19.36123718217854,2.333420475207543,1.5472037061542057,3,54.913903033219725,0.5546267315421908,2.5255377297151616,4.569103566301459,4.424028622763082,-8.152735934139855
1453,中型商事003,中型株,46.9,14.3,17.0,12.3,-5.14536928990484,12.08636579114312,18.875414138043652,17.932011146803845,1.619437554977855,1.6395505311969245,4,53.462869322739586,0.8070116960343223,2.4782238921452344,3.6587049285011517,-1.6033024111838419,-1.67538184821621
1510,中型テック060,中型株,46.5,16.8,13.7,13.0,11.295354938280544,16.196845224592767,5.569827234829262,16.0542027369891,2.4029507890327686,0.4653885030628049,4,47.46318696448522,1.0146448077634476,1.3713464942140403,3.364359427439645,14.047533686561426,-7.1731643341265645
1525,中型テック075,中型株,46.5,13.1,17.0,14.6,9.991042224016878,0.0,12.78682486077837,26.66758675356137,2.6031442019817725,4.030954288756566,0,74.41874312758202,0.8390027301316441,3.403720918950464,2.481638057008214,-0.8667345892962977,-0.11496036836338419
1560,中型化学110,中型株,46.5,16.0,16.1,11.5,7.734693368907953,12.515509424751652,11.623486388256735,13.469014949871273,0.4246093801690287,0.7227920365389686,2,57.85096208926743,0.8958760264004415,4.125381475043038,3.2766232646306532,-2.7900763486770614,4.662844484145088
1455,中型化学005,中型株,46.4,15.9,16.2,10.6,13.472078587600855,12.259272076475025,3.976042261948363,21.736069527382433,1.4340637972544168,1.0890689047842796,7,69.26216028873077,0.5677290040260429,6.198929112463904,4.027037894692954,2.938823306249723,27.082625667461354
1571,中型ホールディングス121,中型株,46.4,14.9,16.9,12.1,14.085663593708112,4.030824239826871,7.871879467993019,21.45433780496515,1.7497294032158506,1.8955221922534733,5,56.918339540407636,1.2062892511759167,4.182273348096247,2.9181058074726947,3.2420184333281443,4.252781664720166
1591,中型運輸141,中型株,46.4,12.6,13.7,16.6,6.484291893224878,4.280505441543332,13.10181062921312,18.276535384988573,2.2633303937969957,1.2636787249547066,1,66.27820479353987,1.1644165055734566,0.3,3.8000865310033527,-8.114537489933728,-3.3430786224805153
1579,中型メディカル129,中型株,46.3,14.6,19.8,8.8,-4.821822893522224,15.308792471016837,16.95796807091283,10.79193510141695,1.7437421111613731,1.934459525370764,4,46.70360965820147,0.758287421956182,4.893734794842737,3.448903531900406,15.132653705120855,8.555719577529679
1584,中型ロジ134,中型株,46.3,17.1,17.0,7.7,10.637381914140516,7.833728988632029,13.807705773098224,15.820644703900195,1.1861971584490365,1.1498278803192898,4,36.17106161723338,1.4137405210604193,7.72767283626642,4.5801360410096095,7.310087321364977,6.972712427106228
1507,中型ネットワーク057,中型株,46.2,13.9,15.3,12.5,-4.187316310477446,13.269978157234794,17.164318716545047,13.670422980011384,2.1969443642824826,1.5098844588480542,0,60.54104233898752,0.3217616396268429,2.5684121767915347,4.529473810116403,-8.458577434477686,-7.353961550966774
1549,中型メディカル099,中型株,46.2,14.5,14.5,14.6,12.040656350942069,8.0401059613501,6.4271186083632434,14.623519896187949,1.9309097015029018,0.747242453237853,2,85.17767229616567,0.6623558098893126,4.5655701368969215,3.112215390760805,6.274762559099717,21.167930086434406
1451,中型ホールディングス001,中型株,46.1,12.9,19.0,10.9,10.451292537356567,12.226855044976661,2.1180085182885264,11.07622119817847,1.6507118409590584,1.1754710870869938,6,36.351461453781454,1.0568169320674121,1.9451070480439945,3.6314565275055326,-0.8429404311325559,4.749276475148752
1572,中型製作所122,中型株,45.8,12.0,15.2,15.1,-2.6848269968020446,6.397721218753501,18.84103223531916,17.308339887511405,0.5734881890190276,0.6596456241515896,3,86.10135759717667,1.1066209325978236,5.352599196127229,3.781544616654926,5.827502747075362,-8.028646111654833
1511,中型ホールディングス061,中型株,45.6,12.0,17.9,13.4,0.6431199801693808,4.490327149182477,19.637091433140505,12.225961766872278,1.482052657756628,1.7972170588937604,1,53.767288360940164,2.4291218028682797,5.505727657753659,2.817649745766182,6.885444618370114,-1.9782732719965175
1517,中型システムズ067,中型株,45.6,13.7,19.2,8.9,12.226663516564034,4.119783342134259,7.8283450323722725,12.813429491614551,1.2056441595941765,1.6662040603407917,4,48.36539980064959,0.4687713075729236,4.4037653025409975,4.102297733719104,8.059045860136013,-10.488813955168983
1557,中型製作所107,中型株,45.4,12.5,19.4,11.5,4.609186494555515,9.69367804479373,11.094955933200541,14.791924499888461,0.4,1.802516665070569,4,52.93534014569738,1.076588102244207,3.8783844674482575,2.636834250361093,-6.768253283707267,3.821962509959902
1599,中型ロジ149,中型株,45.1,7.9,19.5,15.4,-0.229679742214973,13.008744596598731,5.384110089560192,16.91732404034017,0.5887240734452317,2.4963830201167547,2,83.31907960571161,1.3618594477895325,5.224409207389455,2.895482626859846,3.3368600414650036,-3.77304589739534
1485,中型化学035,中型株,45.0,8.3,20.6,12.7,-3.279103051357504,12.54399638424083,6.5626808762892015,8.040964285398209,1.1906629880442168,2.0167024435727403,2,68.59665900787272,0.9769653107705831,4.764343569009279,3.7249385325147837,-1.1853432395778487,-2.3912786059874307
1575,中型化学125,中型株,45.0,13.0,13.3,15.2,-0.048438342944304935,10.150627582101304,17.906395077794627,25.059568789474177,2.0021439203260742,1.00965651183163,5,73.31549626946547,1.562853991659361,4.412917719638253,3.790610463398025,2.565525967016738,0.6995900491517792
1544,中型電機094,中型株,44.8,14.1,16.8,12.0,4.41422832213942,10.742160802618931,13.733335163082424,18.32877913035188,1.9736301862435677,1.5551396933626704,5,42.230929646009585,0.8901785084929941,1.348123845899533,2.5492889163213843,9.385256933148053,16.263340411746654
1595,中型エナジー145,中型株,44.0,15.0,19.8,6.2,9.489965880074815,9.946405104616188,9.354731639758919,13.465061194544505,2.097967902403783,2.4310099772555143,4,37.74597681316297,0.7162549613123828,6.858204284598564,3.3577394197690484,-1.6486319734701613,25.173189987071567
1590,中型化学140,中型株,43.8,6.2,20.9,13.1,-0.17484147600707978,12.9851580114699,2.0663670307754494,12.335271273806908,2.03156964618152,2.503048282932717,5,56.829177891061434,1.7848730904927583,4.664458554185625,3.8569128033981395,8.565274663881258,17.005082652842923
1585,中型テック135,中型株,43.7,10.5,19.1,11.7,-5.510021016028203,4.388568020499079,17.413964280513568,10.261463519251322,1.0105235312851675,2.034349524315979,0,35.918162778070545,1.1747629636092891,1.3952469815903348,2.907185136176884,-1.6871461568820356,14.268322566013623
1469,中型電機019,中型株,43.6,9.6,21.1,9.6,-3.924023912222525,11.086673145756537,10.390973879733332,12.189445812603253,2.9076482786803597,2.748982874076911,6,41.24067721704214,0.7004275543344938,3.0662498983745183,3.6384057117217807,-8.137869402686743,5.836315725805591
1522,中型ネットワーク072,中型株,43.5,4.6,20.5,14.0,-5.1603667995830484,11.584901170119435,-0.21413810805216826,7.066824203475308,1.1239643441906073,1.368714164048924,5,63.50044345424464,1.6468993729677284,4.354290718882821,4.4126502314891045,2.988489599945675,11.641602809800037
1559,中型電機109,中型株,42.9,8.8,21.2,9.3,7.238745062056816,0.0,7.892690162111129,11.853510642173742,0.78629084428279,2.3656121502326517,3,17.334150203602995,1.307753984650878,1.3290165645797507,3.888551167352412,-4.691107486371992,8.360078462371282
1468,中型商事018,中型株,42.7,7.2,20.5,11.6,1.3793340191702992,9.501734679723171,4.916981423552976,17.010254205224477,1.5361888250000302,2.6810286647636556,5,68.85412336168018,1.0132955315880587,6.818058124740601,3.6875448931856782,-8.17490851574877,-4.02850894919461
1508,中型バイオ058,中型株,41.2,10.0,17.3,11.9,1.7437420387073796,10.6834007014452,9.171416071768954,23.394818290176524,2.168043830364188,2.6952729460685982,4,65.07813598572689,0.7690088223433125,4.542978636401902,2.610364596512639,8.012261963413385,22.23371002542597
1486,中型運輸036,中型株,41.0,9.6,21.9,5.1,-3.1799703923795093,12.453665889334111,9.22706226374321,4.0,1.12499958906142,1.2989659707450483,8,27.349984985920425,0.47932460013297307,4.997945357590259,4.58541052597117,-1.4698976323538488,0.41497012629306873
1490,中型エナジー040,中型株,40.8,4.9,20.1,11.4,5.163211070563674,1.7880776898466397,1.4170126624089452,7.4435215997632,0.580782597260044,2.045389241380091,0,45.350410723218324,0.8129570575089751,2.2070858504736117,4.558003465218498,6.9716855365831005,8.193552983312047
1538,中型バイオ088,中型株,40.5,9.8,15.3,12.8,1.129576200495686,12.147301822292148,8.387937842844885,12.175070053346783,2.017528217972432,1.0382666410656536,1,60.77343985867964,1.6847048953741026,5.228688542681729,2.9679506237107014,8.624261801517887,-1.409707521644906
1502,中型システムズ052,中型株,39.2,9.1,18.8,8.0,6.862191896637736,1.7159479902991706,7.605103428240089,14.954596220213096,2.1512645003360245,1.4287698337653614,8,45.67799156476359,0.8584540992074126,5.767243593416044,3.6691681218911336,-0.3121483740694595,6.138402425832879
1521,中型マテリアル071,中型株,39.1,9.2,11.9,16.6,-1.749115442522335,14.164341617786441,7.082994730516898,33.35718737398094,0.7397484921712647,0.9426175250186302,5,85.52764262141132,1.2322948284716109,4.030036356337094,2.0251620660330323,-1.0650692741506003,-4.883388749650804
1546,中型運輸096,中型株,38.7,6.1,15.9,12.4,-0.9435382190549024,6.094503162658927,7.383821570295804,12.856169638399106,0.5465644184031435,0.7779482338598676,1,59.5525690520501,0.6097028301232547,2.791553682050821,4.3468422529134525,-4.81067842448106,5.522650899073526
1583,中型バイオ133,中型株,36.3,10.1,20.6,3.5,10.076418290054772,5.497173334849242,2.3280711877554943,15.821239924136309,1.8415183394136965,2.7266980421045766,5,23.213397623069014,0.5194915360462652,6.552338586264607,2.662232991938371,6.665046186820135,-0.24325145999015163
1497,中型製作所047,中型株,35.8,6.7,15.3,9.2,-3.879808656363462,13.498940521478994,2.6044478618814146,14.350599970062161,1.1964607603920685,0.1149717033201223,5,51.15931488054048,0.2,4.511222563393654,4.6480049423911485,11.940746053779431,12.307477287817655
1419,大型ロジ119,大型株,71.8,24.0,27.5,15.8,22.07004308948111,7.20286123429066,12.746114636004272,5.87591383351989,0.6488147189109645,4.116368646725336,5,70.11860689239036,1.118477694359623,2.311075319199689,4.691080259946152,0.08004705208859808,-17.368857290761646
1322,大型システムズ022,大型株,70.1,28.6,26.4,11.4,22.74534647144476,19.86677451237621,10.929232762782505,11.421656741831395,0.5213119696116075,3.7911429530888654,6,63.642581261048996,0.2,4.169389266804726,3.9635362705714905,-5.162584106486868,-1.6582976893993875
1382,大型システムズ082,大型株,68.4,27.3,21.6,15.2,25.561041160471333,5.113421722398163,16.36007283245067,16.89905448392368,1.5878203426111743,2.7183479133882047,7,52.23366812148368,1.7270250907287292,1.6783519403954996,4.505787657743398,-2.366202721278137,3.2769778431845564
1353,大型フーズ053,大型株,67.9,27.8,24.1,11.9,25.060818261472587,14.100942993624686,10.938515706310074,14.998432419348608,1.8717431070405537,3.2250852012481537,9,45.61618746452888,0.7822962635280188,1.6376142923584358,4.232641376943191,10.490246641780391,-1.5060859177916077
1351,大型運輸051,大型株,66.4,27.0,22.3,15.6,20.782600103648363,11.12913633097521,17.339438055597597,9.377555813307957,1.7110814167619546,2.919400263791229,3,58.19313006346493,1.6062594184158003,1.9171749322841187,2.2464298806641896,1.3946230411353246,-6.829077137510151
1320,大型化学020,大型株,64.6,25.4,23.8,12.5,20.69530822657051,26.525335846202033,3.142166855873292,13.790506259271817,1.5390888856583567,4.328697644405592,3,50.584998773042024,1.3886687880308721,3.2825789340399134,3.2990751430159206,0.6970622129037531,-12.498749700439781
1413,大型フーズ113,大型株,64.2,30.2,16.6,15.4,24.396712744298554,12.453712818760865,17.926591971123635,18.14391653626376,1.9740724012746136,1.8753889484822757,3,63.27470719026977,1.4942766212326575,2.5724617036008333,2.5708853319330425,-6.661550197735963,-13.125636826234896
1359,大型ロジ059,大型株,62.8,22.8,21.9,14.5,20.281347216577046,17.68024341777714,4.395748010954362,21.130115945783672,1.7477384866485313,3.042545624204053,9,66.43668057150299,1.3700071181521678,3.6464313100699783,3.8726331264016847,-9.201666778285102,5.003452928926687
1325,大型エナジー025,大型株,62.3,25.5,21.2,11.1,19.95147620934234,14.194965793691495,13.139940883985295,14.22057427879175,1.3465820711014433,1.9025761766997231,8,33.790534783932415,1.3911751712088307,2.156828096490713,4.536997674773856,6.005213932387559,25.84775389176162
1407,大型製作所107,大型株,61.5,20.9,20.8,16.3,8.329851334779038,19.368056961265477,15.130169549553399,4.0,1.0777930116136227,2.435348972456049,0,56.69529504818162,1.6243788862052533,0.5441778527369374,3.869120750951898,-3.994940863778627,-4.0629442841561225
1366,大型運輸066,大型株,60.9,22.6,20.0,15.0,8.923795781142676,27.894268396837674,13.256427874223945,11.756412820291217,1.9782985091931007,2.2381674629156585,4,71.354824478058,1.0155427938855763,3.0014366461212507,3.611188177492234,3.5194987596326084,9.09959076923379
1389,大型ロジ089,大型株,60.7,15.9,23.9,17.0,6.1162230555005515,15.450522123820061,11.365435990137376,13.694524522716579,2.013330585269234,3.6301954031527313,6,72.32783630476314,1.1363226317160644,1.4893305517908093,4.158253471200004,2.1636787354720664,4.016078161053843
1410,大型化学110,大型株,60.6,20.6,25.0,10.9,13.963922263562544,16.855695034114557,9.140110935129384,14.69664305068794,1.1534138210722744,2.9905305963195175,10,58.26365592150555,0.5442781884313548,3.9839687122929637,4.336920597115834,5.4279571706867165,12.945986878299792
1304,大型電機004,大型株,60.1,19.6,22.8,14.4,11.204742302597609,15.71627085601721,11.715771341525976,12.006941756267835,1.4625129261467038,2.716685809140728,6,70.68571800306742,1.111797774387341,3.722044413529411,3.6540632555911134,3.234716392139905,11.575458710062485
1337,大型システムズ037,大型株,59.7,18.1,23.4,14.9,14.847946959258385,7.189544418291864,10.738542262254786,13.55753058189805,1.1009453133719336,2.785325649415382,7,48.893347290087725,1.5319257663671793,0.4445111929436725,3.6050712498898148,17.086042359574993,6.676956911503302
1436,大型ホールディングス136,大型株,59.1,25.6,18.8,11.5,11.030370348882425,20.549719770060356,20.338221019496274,9.815697808405961,1.3492933891291023,1.4237996833565671,3,43.65851481539795,0.4714225629308628,0.6066029087828553,3.4845724971837964,-5.800310510318442,14.105523509651594
1335,大型化学035,大型株,58.9,17.0,23.7,13.2,8.89537483143075,18.603308277640835,7.286069245678103,7.138853098925608,2.047055691600388,2.2685118279027456,9,61.90078803728447,0.9344312348983276,3.1277966092833314,5.0,13.96188317432252,4.832573621593344
1392,大型製作所092,大型株,58.8,13.2,22.7,18.9,11.06286331685845,11.946806616909035,2.1180625046102604,14.102813772512873,1.5557546194446372,3.212965380474599,5,82.57202003081895,1.5037553854932795,2.0380225904804448,4.200097449709556,13.10276091112912,27.525815209396324
1371,大型マテリアル071,大型株,58.7,11.5,26.6,17.6,-0.014046782508001954,13.985166500077456,11.777910443250624,12.266993798474452,1.9911836015324804,3.7575077580211342,10,64.529441328263,1.6817143560428494,0.3,3.34567476109723,-3.7020315379405577,5.430710333528705
1408,大型商事108,大型株,58.7,21.2,23.4,11.2,17.81914907336028,9.287210899440876,11.311062445053123,4.772691303634078,2.603622292976416,3.202652446306499,5,65.35983717999811,0.29509028552609484,4.628555335154783,3.340812179602856,0.2755829097093918,-1.899867379585813
1329,大型ロジ029,大型株,58.6,13.7,24.9,16.1,4.999927757443379,19.407277738294866,5.282058855937179,11.066499896258078,1.4416143342818355,3.4443851904853204,6,78.9212906278658,1.4283969912832635,4.0152761204021115,4.043293201059274,15.46591860207651,1.5380597336074695
1441,大型運輸141,大型株,57.9,13.9,23.5,16.5,-10.0,15.846181040185641,15.108643331087965,19.86735047190388,0.6842503008427455,3.273794393667758,8,83.05869246038354,0.5619450378860211,2.092381747820551,4.1978176409147645,1.8444604286289468,-9.407931224615297
1346,大型ホールディングス046,大型株,57.1,19.5,16.6,18.2,21.97837224598395,6.11692640285349,4.812682979574037,17.412690209859583,2.4277813039497342,1.377625687460097,6,87.78337931463597,0.2,0.3,3.2611147148313293,-1.6235304771324661,13.751215453043734
1310,大型エナジー010,大型株,56.9,16.0,25.7,13.1,6.174817164187543,20.00889445660458,7.803221862634879,9.85901504426881,1.4254929444694213,2.819996683971765,10,70.03200242646241,1.1784355295747546,5.133945204195211,2.648989556541719,-2.338509196498486,-7.118911296866299
1343,大型バイオ043,大型株,56.8,14.1,21.2,18.9,7.627105924959547,6.957319790284461,12.534248204495254,19.975995822312903,1.5695265563592709,3.1565334427512632,6,91.63131944915921,0.956452914473745,1.947250206997762,2.997177935714098,-4.6935760234670205,-10.933661451212904
1385,大型エナジー085,大型株,56.8,16.3,20.0,16.7,12.35945802332502,12.90181971513199,5.719725316795163,23.3577577338937,2.4054298520871424,3.0945566553228536,8,77.3552799426486,1.5650496582022568,3.6053785188027225,4.078677637659906,4.6179634400790155,-9.168052094564523
1313,大型バイオ013,大型株,56.6,14.7,24.4,13.3,7.042196171783087,16.913697555115288,6.503522007304239,8.890337401497852,0.6244182664373398,1.8747739354642468,12,40.21503977396105,1.4192446018681726,0.8747310794433525,4.345258410299396,3.809705796635179,2.120345228102915
1340,大型エナジー040,大型株,56.5,15.7,23.9,14.4,9.479074171709179,9.202138569752552,11.325401047501531,6.634249882033343,1.0918736461116552,2.6994774730157385,5,69.23451019042145,1.1723226131180262,3.7029868325943944,3.0493021742153923,6.8868924504632885,23.547243371487898
1414,大型メディカル114,大型株,56.4,12.3,21.0,18.1,-8.140976903515048,12.547426797235438,14.625219608540126,15.919505278451147,0.4,2.4092395396654513,5,92.72797750405792,0.27143104354022185,1.7967803153214477,4.964682144435652,4.199870048079289,10.759756882197095
1435,大型テック135,大型株,56.3,15.1,23.1,15.6,10.052665233522031,5.440984171113943,12.356140058068494,11.352088862427621,0.8961025400357265,2.913819020107122,4,71.0714046938132,0.6127449692433022,1.3858962053355461,3.074903285161513,-1.8938324901302335,17.190298666573753
1440,大型化学140,大型株,56.3,15.8,24.7,11.7,5.99549522301633,12.198467632987809,13.80367153797232,4.283106819710511,0.4,2.8738038453235197,5,58.06318497745478,0.7689364624137772,3.695836613631876,4.346111074392896,4.403893763709162,0.8700584991450024
1338,大型フーズ038,大型株,56.0,22.6,20.2,9.6,17.46571605284938,12.457600890866042,11.903885476648984,15.65930083364385,1.180714693185057,1.8205176032745805,7,39.672330594656174,1.3327926181567147,4.453516608002638,3.893225125789784,-0.21749240133415126,9.447586951704352
1345,大型テック045,大型株,56.0,13.4,25.4,14.2,8.096286496595049,7.501526067561231,9.949216964187215,7.271065088453266,2.23533027000852,3.847949985059432,5,61.542178081103316,0.2,0.41857421152240093,3.3649768638782964,-4.932798128561155,12.572757791567906
1400,大型エナジー100,大型株,55.6,19.2,17.5,16.3,5.8141303131970705,22.017547052006712,13.120998098979314,17.018239270856874,0.9926622629265437,2.2054271481306063,0,59.637527576580894,1.422741554240927,0.3,3.0708664861545474,-5.444787793400533,-7.584214337705163
1348,大型商事048,大型株,55.4,12.8,25.3,13.9,7.8822088927061085,4.881327823004699,11.231610737715318,11.160406574155765,0.40215574481763494,3.3138201364823994,6,43.94841757492785,1.725589424510532,1.7068256411744636,3.625686139176748,3.1134806860716058,-3.4359912095433636
1365,大型化学065,大型株,54.9,6.7,28.9,14.4,-3.0222461191337118,10.100967441050525,5.235540413856896,10.633923723534828,1.0716165964838722,4.027485283684505,11,48.95309394927734,1.952530107032235,2.5640376585723246,5.0,0.9402081020790494,5.572693912553731
1307,大型システムズ007,大型株,54.6,17.2,20.0,13.7,11.004723151738695,10.453267301398808,11.283876187787058,12.028444353600094,1.0458623074044497,2.218262106001671,2,63.76550465414047,0.7652988298986381,2.5224894137098373,3.9845973271247273,4.179187056179664,11.984621307673436
1373,大型バイオ073,大型株,54.6,11.5,22.3,17.2,-3.2069160734845354,11.560616287921897,13.701447324417945,21.19581183050292,1.4481268129565352,3.4863939595679527,7,76.60551264866778,1.1446795784785555,1.8597430319721378,3.868673005546419,-16.083566255116654,8.594628836620593
1428,大型フーズ128,大型株,54.5,20.2,20.4,11.7,16.18306215003731,14.681484845904468,7.071850092384194,14.58132148021292,0.4,2.9884742008515413,0,68.5323363850382,1.0643107962456329,6.796513239233061,2.7198915570205555,0.8840274537562024,25.57945241107675
1437,大型製作所137,大型株,54.5,13.4,26.9,12.2,-1.3420282993401136,26.04784485048196,6.743077745178024,16.432105851502314,0.4,4.306091758127639,9,60.34448567325003,0.3265987256102172,2.8792003799043164,2.702855163186196,10.274131580840164,13.710336782238073
1430,大型エナジー130,大型株,54.3,13.1,24.7,13.0,8.916200303942418,8.369924511495116,7.596997765809681,6.995983583308966,0.582212910555467,2.0621886536428606,9,43.48893896402544,1.3201068296643794,1.5310308348491564,3.7983580486815,0.6516269871371869,14.47667920111292
1314,大型ロジ014,大型株,53.8,12.9,19.7,17.7,5.673899790916527,8.726061522853048,11.230361007410403,13.27009911795532,0.44207596536292637,1.3220624256803808,6,83.42364261538782,1.079995806786719,2.2864510130022113,3.8286609116820345,9.336010450240948,6.632590016366276
1326,大型マテリアル026,大型株,53.8,13.9,28.0,9.8,11.846197529109158,4.139798721733797,8.665234135508996,8.967956844431104,0.9372041103436077,4.111228433276722,7,42.419252285582566,0.49314131677980055,2.5590077671772695,2.626751880495098,-2.5268416643794867,7.744113658614927
1378,大型商事078,大型株,53.7,10.2,21.8,17.0,0.1657045090107081,9.927634670820707,12.169551888668712,16.017959747199736,1.5381469838078365,3.27007924220219,4,68.61246694533651,1.1894213017291972,0.3,4.753843832948996,-1.5044684625414968,-15.861144118222207
1302,大型製作所002,大型株,53.6,18.1,23.0,9.4,15.017929655744263,14.337546711260227,4.703537685583809,18.212504704494993,0.6287821794197008,3.4784503013072725,5,51.67247745618531,0.6595352277980293,4.700574409613255,3.4763764143449585,-1.0699669329786432,-0.22560260585875547
1318,大型商事018,大型株,53.3,12.2,26.5,11.8,7.939974330169773,12.882866792268555,3.5780596388331674,16.542938689767244,1.4597598310972337,5.1174740375339205,11,39.64161968994124,0.856308319225412,0.3,3.1274343888292107,3.3936300215420427,18.470243450658803
1321,大型運輸021,大型株,53.2,12.1,24.6,14.0,4.094610048202679,10.668062549955224,10.16084944813128,12.668036687085904,1.6300769657815972,3.6127158178198284,6,61.33161535118566,1.0265776737889336,2.5001519075645455,3.0227535731657222,3.3989655700398482,2.832560819038126
1334,大型電機034,大型株,53.2,14.5,23.6,11.5,9.142619746079351,6.797280304212328,11.37348544231601,15.21348009587364,0.4,3.5282969915684843,4,45.389795709276015,0.46512379435515505,1.3222901019624,3.942312352555934,0.3645339543815669,7.943944027389772
1312,大型ネットワーク012,大型株,53.0,12.1,25.3,12.8,8.141691698750687,7.93529452344837,6.923213699101574,12.327419205641151,1.2014463795085304,3.6659802307876435,6,52.14457293330361,0.4821731235870942,0.3,3.2109536727413355,1.177304695090077,25.215158962958597
1328,大型バイオ028,大型株,52.9,18.7,19.8,10.8,12.772671886747233,9.145281692391027,13.068818449831053,22.41082933593423,1.4630146140960179,2.834400892698696,6,39.45978523469113,0.9262356598798236,2.225459441585754,3.906715091482796,7.498945481461767,-8.702432983740913
1387,大型ネットワーク087,大型株,52.9,14.3,20.9,14.7,8.816275774423394,7.05686425282697,11.251586390219066,16.01865130111382,0.7751306632008379,2.3641706378251475,5,50.137207671932266,1.8856706211338419,2.3227971958458165,3.4048831118581298,-11.08470574566085,-6.730488223753728
1349,大型電機049,大型株,52.8,13.7,15.4,20.7,9.769090347199434,9.332738264176378,6.941808388918954,24.17585583882005,0.571589763241297,0.1872196690705099,10,100.0,0.797365367275334,0.3,3.351612819043245,-0.21733769904401523,1.7209139077329154
1409,大型電機109,大型株,52.8,12.2,20.5,15.5,1.3547887780353225,15.473353058142044,10.279534250521115,19.91048884841824,1.2938437173601,3.1131998110771812,4,95.13517314537188,0.2160347917847507,4.769687182413372,4.694325960576776,-3.6129528357935623,30.751283326671683
1316,大型ホールディングス016,大型株,52.7,9.6,24.4,15.5,-1.1578161516466112,15.216633973445223,7.026974385702053,15.969268799679572,1.1855899710328412,2.9375745487989335,10,56.63052832423142,1.321969396638429,0.3,3.5610252784559058,-3.559381621757227,-10.625756725083537
1402,大型ネットワーク102,大型株,52.4,21.2,19.3,10.3,9.231632165884893,14.827302095845464,18.181129198650098,14.782348337947779,1.563231058735828,1.1149445208725641,9,41.310840734715434,0.7196229179561272,2.4599539692714205,2.3496925237281205,2.872620173573628,15.60959527510013
1355,大型エナジー055,大型株,52.2,11.8,24.7,13.5,-2.2465097621692305,11.715227293932355,14.245868107206746,10.14424710331057,0.662597581254986,3.1585489592742233,5,66.65472443277054,0.9931766041023516,3.762994566561221,2.771937508767487,1.4274920952703953,1.4717198276421182
1372,大型ネットワーク072,大型株,51.8,14.6,20.8,11.5,1.4284062464261016,11.169210790251338,18.410874401020248,14.98168122147773,1.5896546220331498,2.367730670075765,6,55.108300247849286,1.2241620329865797,4.597553563984919,4.917915198082664,3.357720491455001,11.074562632427225
1361,大型ホールディングス061,大型株,51.7,17.4,20.3,11.5,5.590423105467225,11.601352180715958,17.9878058332232,21.365279971080458,1.3080118073640263,2.848787309801083,6,51.34754827368014,0.4587864013058566,2.2281066203075275,3.003121394677989,-6.001893233538878,10.134661774570416
